agent_id,status,identity_confidence,agent_first_seen_at
AGT0000224,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-04 12:00:28
AGT0000716,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-04 23:40:54
AGT0000502,ACTIVE,LOW_SNAPSHOT_ONLY,2026-01-02 21:00:39
AGT0000711,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-02 16:02:49
AGT0000430,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-05 22:49:45
AGT0000250,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-13 22:57:13
AGT0000187,ACTIVE,LOW_SNAPSHOT_ONLY,2026-01-06 04:21:35
AGT0000440,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-12 02:06:34
AGT0000884,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-05 15:16:29
AGT0000207,ACTIVE,LOW_SNAPSHOT_ONLY,2026-01-02 10:45:01
AGT0000548,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-03 03:32:36
AGT0000213,ACTIVE,LOW_SNAPSHOT_ONLY,2026-01-07 15:19:31
AGT0000126,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-03 07:37:20
AGT0000218,ACTIVE,LOW_SNAPSHOT_ONLY,2026-01-01 07:34:37
AGT0000540,ACTIVE,LOW_SNAPSHOT_ONLY,2026-01-01 19:09:56
AGT0000016,ACTIVE,LOW_SNAPSHOT_ONLY,2026-01-02 23:40:55
AGT0000381,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-03 12:36:43
AGT0000578,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-01 15:57:42
AGT0000607,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-10 15:18:06
AGT0000642,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-02 09:08:21
AGT0000784,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-01 00:06:04
AGT0000785,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-02 08:11:33
AGT0000117,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-04 20:53:51
AGT0000128,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-04 06:40:27
AGT0000900,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-02 12:31:37
AGT0000584,ACTIVE,LOW_SNAPSHOT_ONLY,2026-01-06 17:43:59
AGT0000580,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-02 12:27:40
AGT0000038,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-02 00:35:31
AGT0000277,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-04 02:25:23
AGT0000803,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-03 01:42:08
AGT0000392,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-05 12:48:00
AGT0000044,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-05 18:07:26
AGT0000539,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-02 09:38:58
AGT0000376,ACTIVE,LOW_SNAPSHOT_ONLY,2026-01-03 16:11:27
AGT0000048,ACTIVE,LOW_SNAPSHOT_ONLY,2026-01-05 03:14:17
AGT0000691,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-05 13:26:28
AGT0000020,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-02 02:05:07
AGT0000174,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-12 02:59:12
AGT0000238,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-02 12:16:03
AGT0000505,ACTIVE,LOW_SNAPSHOT_ONLY,2026-01-01 11:35:49
AGT0000241,ACTIVE,LOW_SNAPSHOT_ONLY,2026-01-01 08:30:58
AGT0000143,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-05 08:53:32
AGT0000056,ACTIVE,LOW_SNAPSHOT_ONLY,2026-01-01 01:30:52
AGT0000981,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-02 18:20:45
AGT0000278,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-08 11:04:45
AGT0000084,ACTIVE,LOW_SNAPSHOT_ONLY,2026-01-01 22:58:02
AGT0000307,ACTIVE,LOW_SNAPSHOT_ONLY,2026-01-03 23:26:21
AGT0000203,ACTIVE,LOW_SNAPSHOT_ONLY,2026-01-02 22:52:30
AGT0000483,ACTIVE,LOW_SNAPSHOT_ONLY,2026-01-02 21:08:26
AGT0000666,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-06 13:36:55
AGT0000831,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-01 21:38:48
AGT0000283,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-05 11:56:16
AGT0000139,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-07 07:08:22
AGT0000077,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-02 00:08:47
AGT0000756,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-04 02:04:19
AGT0000619,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-02 23:56:00
AGT0000759,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-03 12:30:08
AGT0000529,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-01 08:25:15
AGT0000100,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-04 06:19:56
AGT0000287,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-02 00:55:50
AGT0000544,ACTIVE,LOW_SNAPSHOT_ONLY,2026-01-02 20:17:20
AGT0000402,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-01 14:56:54
AGT0000812,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-01 04:57:40
AGT0000008,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-01 18:06:33
AGT0000975,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-03 17:55:55
AGT0000945,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-01 00:53:25
AGT0000847,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-01 00:45:52
AGT0000145,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-02 20:15:25
AGT0000737,ACTIVE,LOW_SNAPSHOT_ONLY,2026-01-02 07:30:03
AGT0000458,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-01 11:12:34
AGT0000526,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-01 05:01:57
AGT0000588,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-01 04:47:11
AGT0000927,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-02 20:06:59
AGT0000364,ACTIVE,LOW_SNAPSHOT_ONLY,2026-01-06 21:12:27
AGT0000477,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-01 05:21:05
AGT0000515,SUSPENDED,LOW_SNAPSHOT_ONLY,2026-01-02 20:57:47
AGT0000638,INACTIVE,LOW_SNAPSHOT_ONLY,2026-01-03 08:33:10
